Initialization... done!
Running 1 simulations with a radial tolerance of 0.001000
Running simulation 0
Number of cells = 152
Number of samples = 8000
#Simulating on CPU: 0%
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
-1.000000e+00	-1.000000e+00	
