Running 1 simulations with a radial tolerance of 0.001000
Running simulation 0
design_bus_layout_inputs_icUsed = 5
[5, 69]: input idx: -1, input_number: 5 sample: 0
[36, 58]: input idx: -1, input_number: 5 sample: 0
[7, 28]: input idx: -1, input_number: 5 sample: 0
[38, 154]: input idx: -1, input_number: 5 sample: 0
[30, 144]: input idx: -1, input_number: 5 sample: 0
[1, 142]: input idx: -1, input_number: 5 sample: 0
[3, 45]: input idx: -1, input_number: 5 sample: 0
[34, 60]: input idx: -1, input_number: 5 sample: 0
[5, 70]: input idx: -1, input_number: 5 sample: 0
[36, 59]: input idx: -1, input_number: 5 sample: 0
[7, 29]: input idx: -1, input_number: 5 sample: 0
[38, 155]: input idx: -1, input_number: 5 sample: 0
[30, 145]: input idx: -1, input_number: 5 sample: 0
[1, 143]: input idx: -1, input_number: 5 sample: 0
[3, 46]: input idx: -1, input_number: 5 sample: 0
[34, 61]: input idx: -1, input_number: 5 sample: 0
[5, 71]: input idx: -1, input_number: 5 sample: 0
[36, 60]: input idx: -1, input_number: 5 sample: 0
[7, 30]: input idx: -1, input_number: 5 sample: 0
[38, 156]: input idx: -1, input_number: 5 sample: 0
[30, 146]: input idx: -1, input_number: 5 sample: 0
[1, 144]: input idx: -1, input_number: 5 sample: 0
[3, 47]: input idx: -1, input_number: 5 sample: 0
[34, 62]: input idx: -1, input_number: 5 sample: 0
[5, 72]: input idx: -1, input_number: 5 sample: 0
[36, 61]: input idx: -1, input_number: 5 sample: 0
[7, 31]: input idx: -1, input_number: 5 sample: 0
[38, 157]: input idx: -1, input_number: 5 sample: 0
[30, 147]: input idx: -1, input_number: 5 sample: 0
[1, 145]: input idx: -1, input_number: 5 sample: 0
[3, 48]: input idx: -1, input_number: 5 sample: 0
[34, 63]: input idx: -1, input_number: 5 sample: 0
[5, 73]: input idx: -1, input_number: 5 sample: 0
[36, 62]: input idx: -1, input_number: 5 sample: 0
[38, 158]: input idx: -1, input_number: 5 sample: 0
[9, 128]: input idx: -1, input_number: 5 sample: 0
[30, 148]: input idx: -1, input_number: 5 sample: 0
[1, 146]: input idx: -1, input_number: 5 sample: 0
[3, 49]: input idx: -1, input_number: 5 sample: 0
[4, 192]: input idx: -1, input_number: 5 sample: 0
[5, 74]: input idx: -1, input_number: 5 sample: 0
[36, 63]: input idx: -1, input_number: 5 sample: 0
[38, 159]: input idx: -1, input_number: 5 sample: 0
[9, 129]: input idx: -1, input_number: 5 sample: 0
[30, 149]: input idx: -1, input_number: 5 sample: 0
[1, 147]: input idx: -1, input_number: 5 sample: 0
[32, 160]: input idx: -1, input_number: 5 sample: 0
[3, 50]: input idx: -1, input_number: 5 sample: 0
[4, 193]: input idx: -1, input_number: 5 sample: 0
[5, 75]: input idx: -1, input_number: 5 sample: 0
[6, 224]: input idx: -1, input_number: 5 sample: 0
[38, 160]: input idx: -1, input_number: 5 sample: 0
[9, 130]: input idx: -1, input_number: 5 sample: 0
[30, 150]: input idx: -1, input_number: 5 sample: 0
[1, 148]: input idx: -1, input_number: 5 sample: 0
[32, 161]: input idx: -1, input_number: 5 sample: 0
[3, 51]: input idx: -1, input_number: 5 sample: 0
[4, 194]: input idx: -1, input_number: 5 sample: 0
[5, 76]: input idx: -1, input_number: 5 sample: 0
[6, 225]: input idx: -1, input_number: 5 sample: 0
[38, 161]: input idx: -1, input_number: 5 sample: 0
[9, 131]: input idx: -1, input_number: 5 sample: 0
[30, 151]: input idx: -1, input_number: 5 sample: 0
[1, 149]: input idx: -1, input_number: 5 sample: 0
[32, 162]: input idx: -1, input_number: 5 sample: 0
[3, 52]: input idx: -1, input_number: 5 sample: 0
[4, 195]: input idx: -1, input_number: 5 sample: 0
[5, 77]: input idx: -1, input_number: 5 sample: 0
[6, 226]: input idx: -1, input_number: 5 sample: 0
[38, 162]: input idx: -1, input_number: 5 sample: 0
[9, 132]: input idx: -1, input_number: 5 sample: 0
[30, 152]: input idx: -1, input_number: 5 sample: 0
[1, 150]: input idx: -1, input_number: 5 sample: 0
[32, 163]: input idx: -1, input_number: 5 sample: 0
[3, 53]: input idx: -1, input_number: 5 sample: 0
[4, 196]: input idx: -1, input_number: 5 sample: 0
[5, 78]: input idx: -1, input_number: 5 sample: 0
[6, 227]: input idx: -1, input_number: 5 sample: 0
[38, 163]: input idx: -1, input_number: 5 sample: 0
[9, 133]: input idx: -1, input_number: 5 sample: 0
[30, 153]: input idx: -1, input_number: 5 sample: 0
[1, 151]: input idx: -1, input_number: 5 sample: 0
[32, 164]: input idx: -1, input_number: 5 sample: 0
[3, 54]: input idx: -1, input_number: 5 sample: 0
[4, 197]: input idx: -1, input_number: 5 sample: 0
[5, 79]: input idx: -1, input_number: 5 sample: 0
[6, 228]: input idx: -1, input_number: 5 sample: 0
[38, 164]: input idx: -1, input_number: 5 sample: 0
[9, 134]: input idx: -1, input_number: 5 sample: 0
[30, 154]: input idx: -1, input_number: 5 sample: 0
[1, 152]: input idx: -1, input_number: 5 sample: 0
[32, 165]: input idx: -1, input_number: 5 sample: 0
[3, 55]: input idx: -1, input_number: 5 sample: 0
[4, 198]: input idx: -1, input_number: 5 sample: 0
[5, 80]: input idx: -1, input_number: 5 sample: 0
[6, 229]: input idx: -1, input_number: 5 sample: 0
[38, 165]: input idx: -1, input_number: 5 sample: 0
[9, 135]: input idx: -1, input_number: 5 sample: 0
[30, 155]: input idx: -1, input_number: 5 sample: 0
[1, 153]: input idx: -1, input_number: 5 sample: 0
[32, 166]: input idx: -1, input_number: 5 sample: 0
[3, 56]: input idx: -1, input_number: 5 sample: 0
[4, 199]: input idx: -1, input_number: 5 sample: 0
[5, 81]: input idx: -1, input_number: 5 sample: 0
[6, 230]: input idx: -1, input_number: 5 sample: 0
[38, 166]: input idx: -1, input_number: 5 sample: 0
[9, 136]: input idx: -1, input_number: 5 sample: 0
[30, 156]: input idx: -1, input_number: 5 sample: 0
[1, 154]: input idx: -1, input_number: 5 sample: 0
[32, 167]: input idx: -1, input_number: 5 sample: 0
[3, 57]: input idx: -1, input_number: 5 sample: 0
[4, 200]: input idx: -1, input_number: 5 sample: 0
[5, 82]: input idx: -1, input_number: 5 sample: 0
[6, 231]: input idx: -1, input_number: 5 sample: 0
[38, 167]: input idx: -1, input_number: 5 sample: 0
[9, 137]: input idx: -1, input_number: 5 sample: 0
[30, 157]: input idx: -1, input_number: 5 sample: 0
[1, 155]: input idx: -1, input_number: 5 sample: 0
[32, 168]: input idx: -1, input_number: 5 sample: 0
[3, 58]: input idx: -1, input_number: 5 sample: 0
[4, 201]: input idx: -1, input_number: 5 sample: 0
[5, 83]: input idx: -1, input_number: 5 sample: 0
[6, 232]: input idx: -1, input_number: 5 sample: 0
[38, 168]: input idx: -1, input_number: 5 sample: 0
[9, 138]: input idx: -1, input_number: 5 sample: 0
[30, 158]: input idx: -1, input_number: 5 sample: 0
[1, 156]: input idx: -1, input_number: 5 sample: 0
[32, 169]: input idx: -1, input_number: 5 sample: 0
[3, 59]: input idx: -1, input_number: 5 sample: 0
[4, 202]: input idx: -1, input_number: 5 sample: 0
[5, 84]: input idx: -1, input_number: 5 sample: 0
[6, 233]: input idx: -1, input_number: 5 sample: 0
[38, 169]: input idx: -1, input_number: 5 sample: 0
[9, 139]: input idx: -1, input_number: 5 sample: 0
[30, 159]: input idx: -1, input_number: 5 sample: 0
[1, 157]: input idx: -1, input_number: 5 sample: 0
[32, 170]: input idx: -1, input_number: 5 sample: 0
[3, 60]: input idx: -1, input_number: 5 sample: 0
[4, 203]: input idx: -1, input_number: 5 sample: 0
[5, 85]: input idx: -1, input_number: 5 sample: 0
[6, 234]: input idx: -1, input_number: 5 sample: 0
[38, 170]: input idx: -1, input_number: 5 sample: 0
[9, 140]: input idx: -1, input_number: 5 sample: 0
[30, 64]: input idx: -1, input_number: 5 sample: 0
[1, 158]: input idx: -1, input_number: 5 sample: 0
[32, 171]: input idx: -1, input_number: 5 sample: 0
[3, 61]: input idx: -1, input_number: 5 sample: 0
[4, 204]: input idx: -1, input_number: 5 sample: 0
[5, 86]: input idx: -1, input_number: 5 sample: 0
[6, 235]: input idx: -1, input_number: 5 sample: 0
[38, 171]: input idx: -1, input_number: 5 sample: 0
[9, 141]: input idx: -1, input_number: 5 sample: 0
[30, 65]: input idx: -1, input_number: 5 sample: 0
[1, 159]: input idx: -1, input_number: 5 sample: 0
[32, 172]: input idx: -1, input_number: 5 sample: 0
