Running 1 simulations with a radial tolerance of 0.001000
Running simulation 0
design_bus_layout_inputs_icUsed = 2
27	-3.263470e-03
28	-1.887501e-02
29	-1.887501e-02
30	-1.226438e-01
31	-1.226438e-01
32	-1.000000e+00
33	-1.000000e+00
0	4.675514e-03
1	1.882352e-02
2	6.533622e-02
3	2.319187e-01
4	3.020188e-03
5	9.363834e-01
6	3.020188e-03
7	1.813657e-02
8	6.114329e-02
9	2.302486e-01
10	9.323887e-01
11	9.965426e-01
12	9.323887e-01
13	2.302486e-01
14	6.114329e-02
15	1.813657e-02
16	3.225617e-03
17	9.809953e-01
18	3.225617e-03
19	-5.033680e-04
20	9.999997e-01
21	-5.033680e-04
22	5.763369e-05
23	5.763369e-05
24	-5.414268e-04
25	-5.414268e-04
26	-3.263701e-03
27	-3.263701e-03
28	-1.887612e-02
29	-1.887612e-02
30	-1.226439e-01
31	-1.226439e-01
32	-1.000000e+00
33	-1.000000e+00
0	5.058092e-03
1	1.879932e-02
2	6.611069e-02
3	2.316957e-01
4	1.213865e-03
5	9.366516e-01
6	1.213865e-03
7	1.639821e-02
8	6.695708e-02
9	2.284832e-01
10	9.334390e-01
11	9.965394e-01
12	9.334390e-01
13	2.284832e-01
14	6.695708e-02
15	1.639821e-02
16	1.247718e-03
17	9.810014e-01
18	1.247718e-03
19	2.493393e-04
20	9.999997e-01
21	2.493393e-04
22	-1.230957e-05
23	-1.230957e-05
24	-5.146458e-04
25	-5.146458e-04
26	-3.265543e-03
27	-3.265543e-03
28	-1.887612e-02
29	-1.887612e-02
30	-1.226441e-01
31	-1.226441e-01
32	-1.000000e+00
33	-1.000000e+00
[0, 32]: tmp: 0.000000e+00, [0, 32]: tmp: -0.000000e+00, [0, 33]: tmp: 0.000000e+00, [0, 33]: tmp: -0.000000e+00, 	Processing time1: 0.000000 (s)
	Processing time2: 4348529.000000 (ns)

Launch conclusa

Simulation Time: 0 seconds
